Challenge,Cartographer,Map,Links,Area,City,Topics,Types,Tools
**10** ^Grid^,**@daderidd** ^David De Ridder^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/daderidd_10.jpg),[tweet](https://twitter.com/daderidd/status/1326111367984779264) ,,,,,
**01** ^Points^,**@DrChrisGeoSci** ^Dr Chris #GIS #Success^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/DrChrisGeoSci_01.png),[tweet](https://twitter.com/DrChrisGeoSci/status/1322994476785258498) ,"USA, Canada",,,,
**06** ^Red^,**@DVDMaps** ^David McCutcheon^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/DVDMaps_06.jpg),[tweet](https://twitter.com/DVDMaps/status/1324645281800048640) ,Spain,,,,
**18** ^Land use^,**@pivanputs** ^Paul I 🇺🇸🇩🇪^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/pivanputs_18.png),[tweet](https://twitter.com/pivanputs/status/1329082087450636291) ,,,,,
**20** ^Population^,**@areacartografia** ^Àrea de cartografia^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/areacartografia_20.jpg),[tweet](https://twitter.com/areacartografia/status/1329796604732248069) ,Andorra,,population,cartogram,GeoDa
**09** ^Monochrome^,**@MAHESHK92842090** ^MAHESH KUMAR^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/MAHESHK92842090_09.jpg),[tweet](https://twitter.com/MAHESHK92842090/status/1325696058454732806) ,,,,,
**01** ^Points^,**@bricker** ^ᴮʳⁱᵗᵗᵃ ᴿⁱᶜᵏᵉʳ^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/bricker_01.jpg),[tweet](https://twitter.com/bricker/status/1322841843663556608) ,Netherlands,,,,ArcGIS
**02** ^Lines^,**@juanluistv_** ^Juan Luis Torres^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/juanluistv__02.jpg),[tweet](https://twitter.com/juanluistv_/status/1323148793215389697) ,,,,,QGIS
**15** ^Connections^,**@dr_xeo** ^Dominic Royé^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/dr_xeo_15.jpg),[tweet](https://twitter.com/dr_xeo/status/1327914852061487105) ,,,,,R
**24** ^Elevation^,**@AlandcoC** ^Anne L.^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/AlandcoC_24.jpg),[tweet](https://twitter.com/AlandcoC/status/1331201109172625412) ,,,,,
**03** ^Polygons^,**@tgsousa_** ^torts^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/tgsousa__03.jpg),[tweet](https://twitter.com/tgsousa_/status/1323618433842384897) ,,,,,
**05** ^Blue^,**@jmtoralc** ^Manuel Toral^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/jmtoralc_05.jpg),[tweet](https://twitter.com/jmtoralc/status/1324434457370234881) ,,,,,
**03** ^Polygons^,**@MapsByAntonia** ^Antonia Blankenberg^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/MapsByAntonia_03.jpg),[tweet](https://twitter.com/MapsByAntonia/status/1323565476803452928) ,,,,,ArcGIS
**13** ^Raster^,**@DanaeKontou** ^Danae Kontou^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/DanaeKontou_13.jpg),[tweet](https://twitter.com/DanaeKontou/status/1327297740649488384) ,,,,,QGIS
**13** ^Raster^,**@burdGIS** ^Oliver Burdekin^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/burdGIS_13.jpg),[tweet](https://twitter.com/burdGIS/status/1327274541035425792) ,,,,,QGIS
**15** ^Connections^,**@geospacedman** ^Barry Rowlingson^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/geospacedman_15.png),[tweet](https://twitter.com/geospacedman/status/1327927596630355968) ,,,,,
**10** ^Grid^,**@areacartografia** ^Àrea de cartografia^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/areacartografia_10.jpg),[tweet](https://twitter.com/areacartografia/status/1326153651556143104) ,Andorra,,,,
**05** ^Blue^,**@UUDreams** ^Rachel Stevenson^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/UUDreams_05.jpg),[tweet](https://twitter.com/UUDreams/status/1324564893308051457) ,,,,,
**09** ^Monochrome^,**@cj_maps** ^Catherine Schroder^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/cj_maps_09.jpg),[tweet](https://twitter.com/cj_maps/status/1325743214695952385) ,,,,,
**20** ^Population^,**@MapsByAntonia** ^Antonia Blankenberg^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/MapsByAntonia_20.jpg),[tweet](https://twitter.com/MapsByAntonia/status/1329801788489420800) ,,,,,
**09** ^Monochrome^,**@seb_meier** ^Sebastian Meier^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/seb_meier_09.jpg),[tweet](https://twitter.com/seb_meier/status/1325698911445676034) ,,,,,
**24** ^Elevation^,**@CaRobson** ^Craig Robson^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/CaRobson_24.png),[tweet](https://twitter.com/CaRobson/status/1331311443648667649) ,,,,,
**11** ^3D^,**@arkarjun** ^ark Arjun^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/arkarjun_11.jpg),[tweet](https://twitter.com/arkarjun/status/1326593031877791744) ,,,,,
**09** ^Monochrome^,**@HarvardMapColl** ^HarvardMapCollection^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/HarvardMapColl_09.jpg),[tweet](https://twitter.com/HarvardMapColl/status/1325889175959302144) ,,,,,
**11** ^3D^,**@TevaMeyer** ^Teva Meyer^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/TevaMeyer_11.jpg),[tweet](https://twitter.com/TevaMeyer/status/1326503588080869376) ,,,,,
**03** ^Polygons^,**@geo_alyaqout** ^عبداللطيف الياقوت^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/geo_alyaqout_03.jpg),[tweet](https://twitter.com/geo_alyaqout/status/1323634040927326208) ,,,,,QGIS
**02** ^Lines^,**@FelipeDantasPI** ^Felipe Dantas^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/FelipeDantasPI_02.jpg),[tweet](https://twitter.com/FelipeDantasPI/status/1323355559316410368) ,,,,,
**19** ^NULL^,**@jdeltoro1973** ^Yúum-K'aak-Náab^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/jdeltoro1973_19.jpg),[tweet](https://twitter.com/jdeltoro1973/status/1329599592615317512) ,,,,,
**07** ^Green^,**@geocarta** ^SIG & Geomatique^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/geocarta_07.png),[tweet](https://twitter.com/geocarta/status/1324802739004735488) ,Egypt,,,,
**01** ^Points^,**@ConorGleeson12** ^Conor Gleeson^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/ConorGleeson12_01.jpg),[tweet](https://twitter.com/ConorGleeson12/status/1322868640027467782) ,,,,,
**16** ^Islands^,**@tomasral** ^Tomasral^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/tomasral_16.jpg),[tweet](https://twitter.com/tomasral/status/1328232585206456322) ,,,,,
**11** ^3D^,**@OrdnanceSurvey** ^Ordnance Survey^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/OrdnanceSurvey_11.jpg),[tweet](https://twitter.com/OrdnanceSurvey/status/1326520093371748356) ,UK,,,,
**23** ^Boundaries^,**@odile_p** ^odile^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/odile_p_23.jpg),[tweet](https://twitter.com/odile_p/status/1330900335825711104) ,France,Charente-Maritime,floods,,hand drawn
**01** ^Points^,**@Generally_Geo** ^Pete King^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/Generally_Geo_01.jpg),[tweet](https://twitter.com/Generally_Geo/status/1322984829835571200) ,New Zealand,,animals,,"QGIS, Inkscape"
**12** ^Non-GIS^,**@fede_gaspari** ^Federica Gaspari^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/fede_gaspari_12.jpg),[tweet](https://twitter.com/fede_gaspari/status/1328078263781044224) ,,,,,
**24** ^Elevation^,**@kgjenkins** ^Keith Jenkins^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/kgjenkins_24.png),[tweet](https://twitter.com/kgjenkins/status/1332215965858340865) ,,,,,
**05** ^Blue^,**@achillida** ^Andrés Chillida^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/achillida_05.jpg),[tweet](https://twitter.com/achillida/status/1326176009486471170) ,Spain,Barcelona,transport,,QGIS
**27** ^Big/small data^,**@mildthing99** ^BC^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/mildthing99_27.png),[tweet](https://twitter.com/mildthing99/status/1332093086877573128) ,,,,,
**23** ^Boundaries^,**@tomasral** ^Tomasral^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/tomasral_23.jpg),[tweet](https://twitter.com/tomasral/status/1331222678737461253) ,,,,,
**18** ^Land use^,**@Junevgt** ^Justine Vignat^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/Junevgt_18.jpg),[tweet](https://twitter.com/Junevgt/status/1329173078883135491) ,,,,,
**23** ^Boundaries^,**@richard_vogg** ^Richard Vogg^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/richard_vogg_23.png),[tweet](https://twitter.com/richard_vogg/status/1330829018548072449) ,Europe,,,,R
**08** ^Yellow^,**@cj_maps** ^Catherine Schroder^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/cj_maps_08.jpg),[tweet](https://twitter.com/cj_maps/status/1325368575826255872) ,,,,,
**10** ^Grid^,**@mapsimise** ^Mapsimise^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/mapsimise_10.png),[tweet](https://twitter.com/mapsimise/status/1333041018816532484) ,,,,,
**05** ^Blue^,**@beautheory** ^Gamma Rae Pastor J^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/beautheory_05.jpg),[tweet](https://twitter.com/beautheory/status/1324430502674268164) ,,,,,
**24** ^Elevation^,**@pheebely** ^Phoebe L.^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/pheebely_24.png),[tweet](https://twitter.com/pheebely/status/1333119127096070146) ,Malaysia,,,,
**08** ^Yellow^,**@Thoughtfulnz** ^David Hood^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/Thoughtfulnz_08.jpg),[tweet](https://twitter.com/Thoughtfulnz/status/1325236110117662723) ,New Zealand,,elections,,
**24** ^Elevation^,**@emu_info** ^Emu Analytics^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/emu_info_24.jpg),[tweet](https://twitter.com/emu_info/status/1331327606201987073) ,,,,,
**16** ^Islands^,**@Valtzen** ^Valt Ze^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/Valtzen_16.jpg),[tweet](https://twitter.com/Valtzen/status/1328359083561410561) ,,,,,Aerialod
**24** ^Elevation^,**@vivekparasharr** ^Vivek Parashar^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/vivekparasharr_24.jpg),[tweet](https://twitter.com/vivekparasharr/status/1331415484059840512) ,,,,,
**29** ^Globe^,**@BlandfordBread** ^Blandford Bread^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/BlandfordBread_29.jpg),[tweet](https://twitter.com/BlandfordBread/status/1332989312263217160) ,,,,,
**29** ^Globe^,**@GeopipeInc** ^Geopipe^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/GeopipeInc_29.jpg),[tweet](https://twitter.com/GeopipeInc/status/1333139027789287430) ,,,,,
**22** ^Movement^,**@est987** ^Eliav S-T^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/est987_22.jpg),[tweet](https://twitter.com/est987/status/1330557205008052230) ,,,,,
**15** ^Connections^,**@DVDMaps** ^David McCutcheon^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/DVDMaps_15.jpg),[tweet](https://twitter.com/DVDMaps/status/1327919696448991233) ,,,,,
**06** ^Red^,**@my_physical** ^MyPhysicalWorld^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/my_physical_06.jpg),[tweet](https://twitter.com/my_physical/status/1324736547577475080) ,,,,,"QGIS, ArcGIS"
**01** ^Points^,**@geoObserver_** ^geoObserver^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/geoObserver__01.jpg),[tweet](https://twitter.com/geoObserver_/status/1323006805887373312) ,,,,,
**29** ^Globe^,**@areacartografia** ^Àrea de cartografia^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/areacartografia_29.jpg),[tweet](https://twitter.com/areacartografia/status/1333127011414503427) ,,,,,
**25** ^COVID-19^,**@Cchurchili** ^Carl Churchill^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/Cchurchili_25.jpg),[tweet](https://twitter.com/Cchurchili/status/1331711902439804928) ,,,,,
**20** ^Population^,**@AFCotroneo** ^Anton1o^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/AFCotroneo_20.jpg),[tweet](https://twitter.com/AFCotroneo/status/1330559946337947648) ,"Ivory Coast, Ghana",,,,
**01** ^Points^,**@anlugonz** ^Ana Lucía González^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/anlugonz_01.jpg),[tweet](https://twitter.com/anlugonz/status/1322878093141385216) ,,,,,
**18** ^Land use^,**@basemap** ^Basemap^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/basemap_18.jpg),[tweet](https://twitter.com/basemap/status/1328997654882291713) ,,,,,
**23** ^Boundaries^,**@popelnuhh** ^Zlata Popelnuh^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/popelnuhh_23.jpg),[tweet](https://twitter.com/popelnuhh/status/1330944349979504641) ,,,,,
**08** ^Yellow^,**@UT_moblab** ^Mobility Lab of University of Tartu^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/UT_moblab_08.png),[tweet](https://twitter.com/UT_moblab/status/1325351076216918016) ,,,,,
**30** ^A map^,**@DrChrisGeoSci** ^Dr Chris #GIS #Success^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/DrChrisGeoSci_30.jpg),[tweet](https://twitter.com/DrChrisGeoSci/status/1333433250467995648) ,,,,,
**27** ^Big/small data^,**@popelnuhh** ^Zlata Popelnuh^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/popelnuhh_27.jpg),[tweet](https://twitter.com/popelnuhh/status/1332382858233700353) ,,,,,
**26** ^New tool^,**@MaelleAMM** ^maelle am^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/MaelleAMM_26.jpg),[tweet](https://twitter.com/MaelleAMM/status/1332051037067350019) ,,,,,
**21** ^Water^,**@JuanEstellerR** ^Juan Esteller^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/JuanEstellerR_21.jpg),[tweet](https://twitter.com/JuanEstellerR/status/1330090157710729216) ,,,,,
**25** ^COVID-19^,**@kgjenkins** ^Keith Jenkins^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/kgjenkins_25.jpg),[tweet](https://twitter.com/kgjenkins/status/1331740287161556995) ,,,,,
**01** ^Points^,**@Jingrong_Zhang** ^Jingrong Zhang^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/Jingrong_Zhang_01.jpg),[tweet](https://twitter.com/Jingrong_Zhang/status/1322949110538756097) ,,,,,
**04** ^Hexagons^,**@JulienQuotidien** ^Julien^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/JulienQuotidien_04.jpg),[tweet](https://twitter.com/JulienQuotidien/status/1323995110451924993) ,,,,,
**13** ^Raster^,**@BjnNowak** ^Benjamin Nowak^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/BjnNowak_13.jpg),[tweet](https://twitter.com/BjnNowak/status/1327134208872034306) ,,,,,
**24** ^Elevation^,**@sarahbellmaps** ^Sarah Bell^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/sarahbellmaps_24.jpg),[tweet](https://twitter.com/sarahbellmaps/status/1331281282991484930) ,,,,,
**08** ^Yellow^,**@Yaireth_Ortiz** ^Yaireth Ortiz^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/Yaireth_Ortiz_08.jpg),[tweet](https://twitter.com/Yaireth_Ortiz/status/1325448147485806592) ,Mexico,,,,
**20** ^Population^,**@rajbhagatt** ^Raj Bhagat P #Mapper4Life^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/rajbhagatt_20.jpg),[tweet](https://twitter.com/rajbhagatt/status/1329807453110763520) ,,,,,
**02** ^Lines^,**@rorich** ^R.Richard^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/rorich_02.jpg),[tweet](https://twitter.com/rorich/status/1323356529555312640) ,,,,,R
**18** ^Land use^,**@VictimOfMaths** ^Colin Angus^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/VictimOfMaths_18.jpg),[tweet](https://twitter.com/VictimOfMaths/status/1329029115756818432) [web](https://github.com/VictimOfMaths/30DayMapChallenge/blob/main/Day18_LandUse.R),UK,Norfolk,,,R
**02** ^Lines^,**@areacartografia** ^Àrea de cartografia^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/areacartografia_02.jpg),[tweet](https://twitter.com/areacartografia/status/1323293796730200064) ,Andorra,,,,
**25** ^COVID-19^,**@zentree** ^Luis Apiolaza^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/zentree_25.jpg),[tweet](https://twitter.com/zentree/status/1330997760456151040) ,New Zealand,,COVID-19,,QGIS
**29** ^Globe^,**@tomasral** ^Tomasral^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/tomasral_29.jpg),[tweet](https://twitter.com/tomasral/status/1333038868698963970) ,,,,,
**01** ^Points^,**@chinmay_deval** ^Chinmay Deval^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/chinmay_deval_01.jpg),[tweet](https://twitter.com/chinmay_deval/status/1323152875166429184) ,,,,,R
**10** ^Grid^,**@tsskowronski** ^Tomasz Skowroński^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/tsskowronski_10.jpg),[tweet](https://twitter.com/tsskowronski/status/1326267610497953794) ,,,,,
**08** ^Yellow^,**@mjlegg** ^Michael Legg^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/mjlegg_08.jpg),[tweet](https://twitter.com/mjlegg/status/1325387282736697347) ,,,,,
**01** ^Points^,**@canonicalizedco** ^Dorian Banutoiu^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/canonicalizedco_01.jpg),[tweet](https://twitter.com/canonicalizedco/status/1322944000249286656) ,,,,,
**04** ^Hexagons^,**@achillida** ^Andrés Chillida^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/achillida_04.jpg),[tweet](https://twitter.com/achillida/status/1324618932641243136) ,Spain,Barcelona,,,QGIS
**03** ^Polygons^,**@brunmuska** ^Amish Sarpotdar^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/brunmuska_03.jpg),[tweet](https://twitter.com/brunmuska/status/1323675912836157440) ,,,,,
**12** ^Non-GIS^,**@jackasnape** ^Jack Snape^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/jackasnape_12.jpg),[tweet](https://twitter.com/jackasnape/status/1329321729039216642) [web](https://30-day-mapping-challenge-tfn-uk.hub.arcgis.com/),UK,,transport,,Excel
**29** ^Globe^,**@geospacedman** ^Barry Rowlingson^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/geospacedman_29.jpg),[tweet](https://twitter.com/geospacedman/status/1333067135858388996) ,,,,,
**19** ^NULL^,**@ErwanRivault** ^Erwan Rivault^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/ErwanRivault_19.jpg),[tweet](https://twitter.com/ErwanRivault/status/1329332230494228481) ,,,,,
**01** ^Points^,**@imDebanjan** ^Debanjan Sarkar^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/imDebanjan_01.jpg),[tweet](https://twitter.com/imDebanjan/status/1322930658675576833) ,,,,,
**16** ^Islands^,**@redgeographics** ^Hans van der Maarel^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/redgeographics_16.jpg),[tweet](https://twitter.com/redgeographics/status/1328257015999832065) ,,,,,
**29** ^Globe^,**@neocartocnrs** ^neocarto^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/neocartocnrs_29.jpg),[tweet](https://twitter.com/neocartocnrs/status/1332961439703773184) ,,,,,
**16** ^Islands^,**@MapsByAntonia** ^Antonia Blankenberg^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/MapsByAntonia_16.jpg),[tweet](https://twitter.com/MapsByAntonia/status/1328287096965115905) ,,,,,ArcGIS
**11** ^3D^,**@sporella** ^Steph Orellana Bello^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/sporella_11.png),[tweet](https://twitter.com/sporella/status/1326601947789586432) ,,,,,R
**04** ^Hexagons^,**@fede_gaspari** ^Federica Gaspari^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/fede_gaspari_04.jpg),[tweet](https://twitter.com/fede_gaspari/status/1324053284399755265) ,,,,,QGIS
**07** ^Green^,**@geojuffie** ^Mariëlle Geers-Plasmans^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/geojuffie_07.jpg),[tweet](https://twitter.com/geojuffie/status/1325142778972676096) ,,,,,QGIS
